review_case_id,feature_id,layer_id,name_ar,review_reason_codes,priority,current_value,issue_description,required_action,required_entity,suggested_collection_method,evidence_available,automatic_resolution_possible,manual_review_required,status,notes
REV-00100,LY-FNB-CAF-TRI-00082,tripoliCafes,CAFE EXPRESSO,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00101,LY-FNB-CAF-TRI-00083,tripoliCafes,مقهى الفنانين,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00102,LY-FNB-CAF-TRI-00084,tripoliCafes,مقهى العبسي,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00103,LY-FNB-CAF-TRI-00085,tripoliCafes,مقهي هوقو,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00104,LY-FNB-CAF-TRI-00086,tripoliCafes,مقهي مستر بودينق,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00105,LY-FNB-CAF-TRI-00087,tripoliCafes,AVERO,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00106,LY-FNB-CAF-TRI-00088,tripoliCafes,كافي فيتوريا,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00107,LY-FNB-CAF-TRI-00089,tripoliCafes,مقهى الركن السياحي ( مقهى ارقيلة شيشة ),license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00108,LY-FNB-CAF-TRI-00090,tripoliCafes,حلويات شهرزاد,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00109,LY-FNB-CAF-TRI-00091,tripoliCafes,Covim Tripoli,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00110,LY-FNB-CAF-TRI-00092,tripoliCafes,Cafe Adam,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00111,LY-FNB-CAF-TRI-00093,tripoliCafes,NOTA cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00112,LY-FNB-CAF-TRI-00094,tripoliCafes,مقهى الدغيس,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00113,LY-FNB-CAF-TRI-00095,tripoliCafes,كافي كافا,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00114,LY-FNB-CAF-TRI-00096,tripoliCafes,مقهي الكشك,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00115,LY-FNB-CAF-TRI-00097,tripoliCafes,Country Boy Cafe,license_review,P3,review_required,license_review,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
REV-00116,LY-FNB-CAF-TRI-00098,tripoliCafes,ميدي محار النوفليين,classification_review|license_review,P2,review_required,Multiple reasons,institutional verification of flagged fields,وزارة السياحة أو البلدية أو الجهة المالكة حسب الاختصاص,authoritative registry or direct verification,true,false,true,open,Required entity is not asserted as current data source.
