relationship_id,record_a_layer,record_a_id,record_a_name,record_b_layer,record_b_id,record_b_name,relationship_type,relationship_status,distance_meters,name_similarity,spatial_relationship,confidence,recommended_display_behavior,requires_manual_review,notes
REL-00113,hotels,LY-HOT-000092,فندق تابكت,investment,LY-INV-HOT-NAT-00171,فندق تابكت,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00114,hotels,LY-HOT-000095,فندق ديار الهناء,investment,LY-INV-HOT-NAT-00064,فندق ديار الهناء,facility_and_investment_project,probable,0.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00115,hotels,LY-HOT-000096,فندق ليبوس,investment,LY-INV-HOT-NAT-00065,فندق ليبوس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00116,hotels,LY-HOT-000097,فندق ريكسوس,investment,LY-INV-HOT-NAT-00066,فندق ريكسوس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00117,hotels,LY-HOT-000097,فندق ريكسوس,investment,LY-INV-HOT-NAT-00186,فندق ريكسوس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00118,hotels,LY-HOT-000098,فندق زليتن,investment,LY-INV-HOT-ZLI-00001,فندق زليتن,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00119,hotels,LY-HOT-000098,فندق زليتن,investment,LY-INV-HOT-ZLI-00002,فندق زليتن,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00120,hotels,LY-HOT-000099,فندق زميت,investment,LY-INV-HOT-NAT-00067,فندق زميت,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00121,hotels,LY-HOT-000099,فندق زميت,investment,LY-INV-HOT-NAT-00187,فندق زميت,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00122,hotels,LY-HOT-000100,فندق زوارة,investment,LY-INV-HOT-ZUW-00002,فندق زوارة,facility_and_investment_project,probable,179.1,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00123,hotels,LY-HOT-000100,فندق زوارة,investment,LY-INV-HOT-ZUW-00003,فندق زوارة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00124,hotels,LY-HOT-000100,فندق زوارة,investment,LY-INV-HOT-ZUW-00004,فندق زوارة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00125,hotels,LY-HOT-000101,فندق سرايا الليبو,investment,LY-INV-HOT-NAT-00069,فندق سرايا الليبو,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00126,hotels,LY-HOT-000101,فندق سرايا الليبو,investment,LY-INV-HOT-NAT-00191,فندق سرايا الليبو,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00127,hotels,LY-HOT-000102,فندق سفاري,investment,LY-INV-HOT-NAT-00070,فندق سفاري,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00128,hotels,LY-HOT-000103,فندق سفاري 2,investment,LY-INV-HOT-NAT-00071,فندق سفاري 2,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00129,hotels,LY-HOT-000103,فندق سفاري 2,investment,LY-INV-HOT-NAT-00192,فندق سفاري 2,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00130,hotels,LY-HOT-000104,فندق شروق افريقيا,investment,LY-INV-HOT-NAT-00073,فندق شروق افريقيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00131,hotels,LY-HOT-000104,فندق شروق افريقيا,investment,LY-INV-HOT-NAT-00193,فندق شروق افريقيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00132,hotels,LY-HOT-000105,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00075,فندق ضيافة ونيس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00133,hotels,LY-HOT-000105,فندق ضيافة ونيس,investment,LY-INV-HOT-NAT-00195,فندق ضيافة ونيس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00134,hotels,LY-HOT-000106,فندق طرابلس الدولي,investment,LY-INV-HOT-TRI-00020,فندق طرابلس الدولي,facility_and_investment_project,probable,8.4,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00135,hotels,LY-HOT-000107,فندق طليطلة,investment,LY-INV-HOT-NAT-00076,فندق طليطلة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00136,hotels,LY-HOT-000107,فندق طليطلة,investment,LY-INV-HOT-NAT-00196,فندق طليطلة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00137,hotels,LY-HOT-000108,فندق طيبة,investment,LY-INV-HOT-NAT-00077,فندق طيبة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00138,hotels,LY-HOT-000109,فندق عمير,investment,LY-INV-HOT-NAT-00078,فندق عمير,facility_and_investment_project,probable,9.8,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00139,hotels,LY-HOT-000111,فندق غابة الكشافة,investment,LY-INV-HOT-NAT-00080,فندق غابة الكشافة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00140,hotels,LY-HOT-000111,فندق غابة الكشافة,investment,LY-INV-HOT-NAT-00198,فندق غابة الكشافة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00141,hotels,LY-HOT-000112,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00081,فندق غريان السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00142,hotels,LY-HOT-000112,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00199,فندق غريان السياحي,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00143,hotels,LY-HOT-000112,فندق غريان السياحي,investment,LY-INV-HOT-NAT-00259,فندق غريان السياحي,facility_and_investment_project,probable,1.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00144,hotels,LY-HOT-000113,فندق قرطاج,investment,LY-INV-HOT-NAT-00082,فندق قرطاج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00145,hotels,LY-HOT-000113,فندق قرطاج,investment,LY-INV-HOT-NAT-00202,فندق قرطاج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00146,hotels,LY-HOT-000114,فندق قصر الظهرة,investment,LY-INV-HOT-NAT-00083,فندق قصر الظهرة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00147,hotels,LY-HOT-000114,فندق قصر الظهرة,investment,LY-INV-HOT-NAT-00203,فندق قصر الظهرة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00148,hotels,LY-HOT-000115,فندق قصر الفيروز,investment,LY-INV-HOT-NAT-00084,فندق قصر الفيروز,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00149,hotels,LY-HOT-000115,فندق قصر الفيروز,investment,LY-INV-HOT-NAT-00205,فندق قصر الفيروز,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00150,hotels,LY-HOT-000116,فندق قمر صبراتة,investment,LY-INV-HOT-SAB-00003,فندق قمر صبراتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00151,hotels,LY-HOT-000116,فندق قمر صبراتة,investment,LY-INV-HOT-SAB-00004,فندق قمر صبراتة,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00152,hotels,LY-HOT-000117,فندق كونتنتال,investment,LY-INV-HOT-NAT-00085,فندق كونتنتال,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00153,hotels,LY-HOT-000117,فندق كونتنتال,investment,LY-INV-HOT-NAT-00211,فندق كونتنتال,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00154,hotels,LY-HOT-000118,فندق لبدة السياحي الخمس,investment,LY-INV-HOT-KHO-00004,فندق لبدة السياحي الخمس,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00155,hotels,LY-HOT-000119,فندق ليالي قرطاج,investment,LY-INV-HOT-NAT-00086,فندق ليالي قرطاج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00156,hotels,LY-HOT-000119,فندق ليالي قرطاج,investment,LY-INV-HOT-NAT-00212,فندق ليالي قرطاج,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00157,hotels,LY-HOT-000120,فندق ليبيا,investment,LY-INV-HOT-NAT-00087,فندق ليبيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00158,hotels,LY-HOT-000120,فندق ليبيا,investment,LY-INV-HOT-NAT-00213,فندق ليبيا,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00159,hotels,LY-HOT-000121,فندق مادي الحسان,investment,LY-INV-HOT-NAT-00088,فندق مادي الحسان,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
REL-00160,hotels,LY-HOT-000121,فندق مادي الحسان,investment,LY-INV-HOT-NAT-00214,فندق مادي الحسان,facility_and_investment_project,probable,0.0,1.0,nearby,medium,retain_both_and_optionally_link,true,Relationship documentation does not imply duplicate identity.
